seed,model_path,task_list,offloading,architecture,channel,heavy_const,q_bits,finetune_dataset,head_sparsity_aggression,do_downstream_eval,do_longbench_eval,longbench_datasets,model_mode,model_load_path,model_resume_path,save_interval,calibrate_thresholds,randomize_init,test_with_thresholds,gfac,immediate_train,ssmize_predictor,flash_attn,train_headpredictor,min_sparse_index,attn_reduce_factor,head_attn_reduce_factor,pred_lr,dDash,skip_outlier,no_pred_causal_mask,evalgap,max_norm,intdim,token_sparse_method,eval_llm_mode,proj_name,eval_subset,train_subset_fac,rpj_train_seqlen,eval_wk2_seqlen,grad_accum_steps,producer_frequency,group_factor,num_tok_per_page,stream_llm_start_size,lfunc,no_wandb,no_wikitext_eval,result_file,wname,do_wikitext_eval,net_sparsity,true_token_sparsity,perplexity,arc_easy_acc,hellaswag_acc,piqa_acc,winogrande_acc
42,meta-llama/Llama-3.2-1B,"['winogrande', 'hellaswag', 'piqa', 'arc_easy']",False,llama,qk,128,4,c4_realnewslike,0.5,True,False,"['triviaqa', 'qasper', 'trec', 'samsum', 'lcc', 'repobench-p', 'qmsum', 'multi_news']",eval,/home/ya255/projects/all_contextual/expt_model/42_meta-llama_Llama-3.2-1B_False_llama_qk_128_4_c4_realnewslike_0.5_True_False_finetune_None_None_5000_False_False_1_False_False_False_False_4_8_2/0.001_16_None_False_1000_20_512_fixed_40pc_ExpPred_AllContextual_Jan9_1000_4_2048_1024_1_16_4_16_4_MSE_False_False_L3_1B_2k_1PC.csv_L3_1B_2k_1PC_True_0.37500000000000006_20250110-194451.pt,,5000,False,False,False,1,False,False,False,False,4,8,2,0.001,16,,False,1000,20,512,fixed_10pc,quest,AllContextual_ICML,2500,4,1024,1024,1,16,4,16,4,MSE,True,False,L3_1B_2k_1PC_quest.csv,L3_1B_2k_1PC_quest,True,0.09375,9.072524961084127,13.908831596374512,0.5765993265993266,0.388,0.705658324265506,0.5769534333070244
seed,model_path,task_list,offloading,architecture,channel,heavy_const,q_bits,finetune_dataset,head_sparsity_aggression,do_downstream_eval,do_longbench_eval,longbench_datasets,model_mode,model_load_path,model_resume_path,save_interval,calibrate_thresholds,randomize_init,test_with_thresholds,gfac,immediate_train,ssmize_predictor,flash_attn,train_headpredictor,min_sparse_index,attn_reduce_factor,head_attn_reduce_factor,pred_lr,dDash,skip_outlier,no_pred_causal_mask,evalgap,max_norm,intdim,token_sparse_method,eval_llm_mode,proj_name,eval_subset,train_subset_fac,rpj_train_seqlen,eval_wk2_seqlen,grad_accum_steps,producer_frequency,group_factor,num_tok_per_page,stream_llm_start_size,lfunc,no_wandb,no_wikitext_eval,result_file,wname,do_wikitext_eval,net_sparsity,true_token_sparsity,perplexity,arc_easy_acc,hellaswag_acc,piqa_acc,winogrande_acc
42,meta-llama/Llama-3.2-1B,"['winogrande', 'hellaswag', 'piqa', 'arc_easy']",False,llama,qk,128,4,c4_realnewslike,0.5,True,False,"['triviaqa', 'qasper', 'trec', 'samsum', 'lcc', 'repobench-p', 'qmsum', 'multi_news']",eval,/home/ya255/projects/all_contextual/expt_model/42_meta-llama_Llama-3.2-1B_False_llama_qk_128_4_c4_realnewslike_0.5_True_False_finetune_None_None_5000_False_False_1_False_False_False_False_4_8_2/0.001_16_None_False_1000_20_512_fixed_40pc_ExpPred_AllContextual_Jan9_1000_4_2048_1024_1_16_4_16_4_MSE_False_False_L3_1B_2k_1PC.csv_L3_1B_2k_1PC_True_0.37500000000000006_20250110-194451.pt,,5000,False,False,False,1,False,False,False,False,4,8,2,0.001,16,,False,1000,20,512,fixed_20pc,quest,AllContextual_ICML,2500,4,1024,1024,1,16,4,16,4,MSE,True,False,L3_1B_2k_1PC_quest.csv,L3_1B_2k_1PC_quest,True,0.1875,18.3950568549335,18.495763778686523,0.5004208754208754,0.3488,0.6566920565832427,0.5390686661404893
seed,model_path,task_list,offloading,architecture,channel,heavy_const,q_bits,finetune_dataset,head_sparsity_aggression,do_downstream_eval,do_longbench_eval,longbench_datasets,model_mode,model_load_path,model_resume_path,save_interval,calibrate_thresholds,randomize_init,test_with_thresholds,gfac,immediate_train,ssmize_predictor,flash_attn,train_headpredictor,min_sparse_index,attn_reduce_factor,head_attn_reduce_factor,pred_lr,dDash,skip_outlier,no_pred_causal_mask,evalgap,max_norm,intdim,token_sparse_method,eval_llm_mode,proj_name,eval_subset,train_subset_fac,rpj_train_seqlen,eval_wk2_seqlen,grad_accum_steps,producer_frequency,group_factor,num_tok_per_page,stream_llm_start_size,lfunc,no_wandb,no_wikitext_eval,result_file,wname,do_wikitext_eval,net_sparsity,true_token_sparsity,perplexity,arc_easy_acc,hellaswag_acc,piqa_acc,winogrande_acc
42,meta-llama/Llama-3.2-1B,"['winogrande', 'hellaswag', 'piqa', 'arc_easy']",False,llama,qk,128,4,c4_realnewslike,0.5,True,False,"['triviaqa', 'qasper', 'trec', 'samsum', 'lcc', 'repobench-p', 'qmsum', 'multi_news']",eval,/home/ya255/projects/all_contextual/expt_model/42_meta-llama_Llama-3.2-1B_False_llama_qk_128_4_c4_realnewslike_0.5_True_False_finetune_None_None_5000_False_False_1_False_False_False_False_4_8_2/0.001_16_None_False_1000_20_512_fixed_40pc_ExpPred_AllContextual_Jan9_1000_4_2048_1024_1_16_4_16_4_MSE_False_False_L3_1B_2k_1PC.csv_L3_1B_2k_1PC_True_0.37500000000000006_20250110-194451.pt,,5000,False,False,False,1,False,False,False,False,4,8,2,0.001,16,,False,1000,20,512,fixed_30pc,quest,AllContextual_ICML,2500,4,1024,1024,1,16,4,16,4,MSE,True,False,L3_1B_2k_1PC_quest.csv,L3_1B_2k_1PC_quest,True,0.28124999999999994,27.608058229088783,30.397214889526367,0.4537037037037037,0.3356,0.6322089227421109,0.5114443567482242
seed,model_path,task_list,offloading,architecture,channel,heavy_const,q_bits,finetune_dataset,head_sparsity_aggression,do_downstream_eval,do_longbench_eval,longbench_datasets,model_mode,model_load_path,model_resume_path,save_interval,calibrate_thresholds,randomize_init,test_with_thresholds,gfac,immediate_train,ssmize_predictor,flash_attn,train_headpredictor,min_sparse_index,attn_reduce_factor,head_attn_reduce_factor,pred_lr,dDash,skip_outlier,no_pred_causal_mask,evalgap,max_norm,intdim,token_sparse_method,eval_llm_mode,proj_name,eval_subset,train_subset_fac,rpj_train_seqlen,eval_wk2_seqlen,grad_accum_steps,producer_frequency,group_factor,num_tok_per_page,stream_llm_start_size,lfunc,no_wandb,no_wikitext_eval,result_file,wname,do_wikitext_eval,net_sparsity,true_token_sparsity,perplexity,arc_easy_acc,hellaswag_acc,piqa_acc,winogrande_acc
42,meta-llama/Llama-3.2-1B,"['winogrande', 'hellaswag', 'piqa', 'arc_easy']",False,llama,qk,128,4,c4_realnewslike,0.5,True,False,"['triviaqa', 'qasper', 'trec', 'samsum', 'lcc', 'repobench-p', 'qmsum', 'multi_news']",eval,/home/ya255/projects/all_contextual/expt_model/42_meta-llama_Llama-3.2-1B_False_llama_qk_128_4_c4_realnewslike_0.5_True_False_finetune_None_None_5000_False_False_1_False_False_False_False_4_8_2/0.001_16_None_False_1000_20_512_fixed_40pc_ExpPred_AllContextual_Jan9_1000_4_2048_1024_1_16_4_16_4_MSE_False_False_L3_1B_2k_1PC.csv_L3_1B_2k_1PC_True_0.37500000000000006_20250110-194451.pt,,5000,False,False,False,1,False,False,False,False,4,8,2,0.001,16,,False,1000,20,512,fixed_40pc,quest,AllContextual_ICML,2500,4,1024,1024,1,16,4,16,4,MSE,True,False,L3_1B_2k_1PC_quest.csv,L3_1B_2k_1PC_quest,True,0.37500000000000006,36.8800712749362,56.57978057861328,0.4246632996632997,0.336,0.5914036996735582,0.4925019731649566
seed,model_path,task_list,offloading,architecture,channel,heavy_const,q_bits,finetune_dataset,head_sparsity_aggression,do_downstream_eval,do_longbench_eval,longbench_datasets,model_mode,model_load_path,model_resume_path,save_interval,calibrate_thresholds,randomize_init,test_with_thresholds,gfac,immediate_train,ssmize_predictor,flash_attn,train_headpredictor,min_sparse_index,attn_reduce_factor,head_attn_reduce_factor,pred_lr,dDash,skip_outlier,no_pred_causal_mask,evalgap,max_norm,intdim,token_sparse_method,eval_llm_mode,proj_name,eval_subset,train_subset_fac,rpj_train_seqlen,eval_wk2_seqlen,grad_accum_steps,producer_frequency,group_factor,num_tok_per_page,stream_llm_start_size,lfunc,no_wandb,no_wikitext_eval,result_file,wname,do_wikitext_eval,net_sparsity,true_token_sparsity,perplexity,arc_easy_acc,hellaswag_acc,piqa_acc,winogrande_acc
42,meta-llama/Llama-3.2-1B,"['winogrande', 'hellaswag', 'piqa', 'arc_easy']",False,llama,qk,128,4,c4_realnewslike,0.5,True,False,"['triviaqa', 'qasper', 'trec', 'samsum', 'lcc', 'repobench-p', 'qmsum', 'multi_news']",eval,/home/ya255/projects/all_contextual/expt_model/42_meta-llama_Llama-3.2-1B_False_llama_qk_128_4_c4_realnewslike_0.5_True_False_finetune_None_None_5000_False_False_1_False_False_False_False_4_8_2/0.001_16_None_False_1000_20_512_fixed_40pc_ExpPred_AllContextual_Jan9_1000_4_2048_1024_1_16_4_16_4_MSE_False_False_L3_1B_2k_1PC.csv_L3_1B_2k_1PC_True_0.37500000000000006_20250110-194451.pt,,5000,False,False,False,1,False,False,False,False,4,8,2,0.001,16,,False,1000,20,512,fixed_50pc,quest,AllContextual_ICML,2500,4,1024,1024,1,16,4,16,4,MSE,True,False,L3_1B_2k_1PC_quest.csv,L3_1B_2k_1PC_quest,True,0.46875,46.22411169111729,103.04597473144531,0.3918350168350168,0.3324,0.5897714907508161,0.500394632991318
